segment_id,lat,lon,highway,length,cluster_espacial,jam_mean
209,-16.4743586,-68.1169668,secondary,28.885860326836312,0,0.2222222222222222
210,-16.50500005,-68.12922175,secondary,123.47870810699747,0,0.8055694444444443
211,-16.4510437,-68.1493496,secondary,20.92207738984435,0,0.0
212,-16.45178835,-68.1467434,tertiary,123.25441715135904,0,0.0
213,-16.51052895,-68.14814580000001,tertiary,173.13758252133286,0,0.48606944444444444
214,-16.544958649999998,-68.0765336,tertiary,41.3753865365328,0,0.30093055555555553
215,-16.542229,-68.13513435,tertiary,48.46952019908092,0,0.0
216,-16.50507075,-68.14570895,tertiary,85.78843472578531,0,0.9028611111111107
217,-16.49122195,-68.1683803,tertiary,42.47787813121498,0,0.09923611111111112
218,-16.492033149999997,-68.11470435,tertiary,134.59733970937003,0,0.10266666666666664
219,-16.443742200000003,-68.1447566,tertiary,42.10396475523436,0,0.0
220,-16.4954216,-68.1448207,tertiary,121.16121650995116,0,2.1014722222222226
221,-16.51124105,-68.05803495,tertiary,49.42328543807695,0,0.3174722222222222
222,-16.515726,-68.06151355,tertiary,71.43448524704614,0,0.0
223,-16.52186235,-68.0626077,tertiary,62.03545067169748,0,0.02525
224,-16.5450032,-68.07615630000001,tertiary,39.87495921312265,0,0.9258333333333335
225,-16.50164235,-68.14882134999999,tertiary,42.91524316418983,0,0.0
226,-16.44958025,-68.1455132,tertiary,15.352135665512057,0,0.0
227,-16.456246550000003,-68.1490924,tertiary,137.21086071397758,0,0.7090555555555557
228,-16.5337672,-68.03729419999999,primary,21.66267062610656,0,0.039625
229,-16.526210749999997,-68.1262772,primary,85.87778536286133,0,0.451347222222222
230,-16.5396578,-68.07504800000001,primary,89.41449480866311,0,0.15743055555555555
231,-16.5040846,-68.13110395,primary,40.904282251767945,0,0.7118055555555556
232,-16.53345345,-68.1418209,primary,50.3050555894753,0,0.12344444444444444
233,-16.5304316,-68.1021286,primary,15.26383964252351,0,0.6944444444444445
234,-16.5301958,-68.100675,primary,9.96950182277548,0,0.24568055555555557
235,-16.538743949999997,-68.08189445,primary,179.54187440829315,0,0.19824999999999998
236,-16.50206975,-68.12088545,primary,134.93512758058142,0,0.38611111111111124
237,-16.3924205,-68.104758,primary,87.54948879460103,1,0.0
238,-16.34053255,-68.05449580000001,primary,1374.3308553984584,-1,0.11312500000000002
239,-16.4767656,-68.11930795,primary,123.23690396265948,0,0.41363888888888894
240,-16.398519399999998,-68.0453256,unclassified,58.19185981586348,-1,0.1388888888888889
241,-16.37291285,-68.09040250000001,unclassified,1928.6211038587264,1,0.3550138888888888
242,-16.448782950000002,-68.00636275,unclassified,629.3816511805744,-1,0.0
243,-16.37776205,-68.1185946,unclassified,1225.9758559522895,1,0.0
244,-16.32708135,-67.9949828,trunk,1344.4922646212715,-1,0.8187777777777776
245,-16.459496899999998,-68.1037683,trunk,91.29147317288576,0,0.0
246,-16.5295489,-68.1102796,secondary_link,7.933957350909552,0,0.44543055555555555
247,-16.5274542,-68.1113234,secondary_link,117.12319302324023,0,0.46491666666666653
248,-16.53743275,-68.0484424,primary_link,5.861153555252722,0,0.011527777777777777
249,-16.549807,-68.07239630000001,tertiary_link,5.909897697120459,0,0.0
