segment_id,u,v,lat_u,lon_u,lat_v,lon_v,highway,length,lat,lon
78,1786103021,9962847347,-16.5394655,-68.0959476,-16.5392378,-68.0953732,residential,66.25631256228601,-16.53935165,-68.0956604
79,1332103557,1332103567,-16.5297272,-68.0415795,-16.5293908,-68.0412184,residential,53.6743370452813,-16.529559,-68.04139895
80,2867949880,2867949881,-16.5055352,-68.0419136,-16.5060962,-68.0415675,residential,72.47643584416612,-16.5058157,-68.04174055
81,1332051881,11065363508,-16.5358611,-68.080485,-16.5348737,-68.0803415,residential,132.22764945469424,-16.5353674,-68.08041324999999
82,2864894075,2864934472,-16.4672586,-68.1303396,-16.4666086,-68.1308484,residential,91.34839991951037,-16.4669336,-68.130594
83,1333185614,1333185681,-16.5225936,-68.0556745,-16.5221311,-68.0554682,residential,55.93276542716191,-16.52236235,-68.05557135000001
84,1334314878,1334314908,-16.5408217,-68.0335848,-16.5401288,-68.0344262,residential,127.62039406376613,-16.54047525,-68.0340055
85,8241573332,8976798060,-16.4611209,-68.1398348,-16.4630919,-68.1400815,residential,239.51439771842573,-16.4621064,-68.13995815
86,1784871085,1784871091,-16.4808496,-68.1208312,-16.4813297,-68.1205875,residential,59.37293933488813,-16.48108965,-68.12070935
87,8979214284,9923430799,-16.501556,-68.0731454,-16.5013944,-68.0717472,residential,164.62722793483266,-16.5014752,-68.0724463
88,6584578997,6584579001,-16.5063097,-68.0382027,-16.5060676,-68.0389336,residential,95.74531600001173,-16.50618865,-68.03856815
89,1332036125,2321317846,-16.5411586,-68.0431284,-16.5413649,-68.0430945,residential,23.648781092714668,-16.54126175,-68.04311145
90,1498339519,1785316580,-16.5118079,-68.146944,-16.5111171,-68.1477147,residential,157.65171914511058,-16.5114625,-68.14732935
91,4652802438,4652802468,-16.5375201,-68.1208332,-16.5368433,-68.1234138,residential,309.5336122625661,-16.537181699999998,-68.1221235
92,1361359858,7892226518,-16.4639871,-68.1500757,-16.4636545,-68.1505412,residential,61.901635179767105,-16.4638208,-68.15030845000001
93,1786081059,2867847891,-16.5246995,-68.1216368,-16.5245201,-68.1217957,residential,26.42909827766703,-16.5246098,-68.12171625
94,6804295389,8958433073,-16.5400252,-68.1243418,-16.5396845,-68.1238832,residential,193.0839732550459,-16.539854849999998,-68.1241125
95,324099575,4085835436,-16.5177154,-68.1293058,-16.5166424,-68.1288989,residential,132.83829022638807,-16.517178899999998,-68.12910235
96,1344150047,2865566492,-16.4950293,-68.1060162,-16.4942955,-68.1061303,residential,82.49684226592954,-16.4946624,-68.10607325000001
97,4368447455,4368447456,-16.4923185,-68.1221877,-16.4923199,-68.1226107,residential,45.100644295857755,-16.492319199999997,-68.12239919999999
98,1784846785,6074239388,-16.481249,-68.1240298,-16.4807896,-68.1247793,residential,95.05899736336332,-16.4810193,-68.12440455000001
99,2865566937,2865607601,-16.4974183,-68.0980018,-16.4972186,-68.0971904,residential,102.60005993005993,-16.49731845,-68.0975961
100,1333505752,4913096798,-16.5170057,-68.0903834,-16.5164662,-68.0904467,residential,60.658660792814175,-16.516735949999998,-68.09041504999999
101,1784894805,1784894836,-16.4792416,-68.1168889,-16.4801507,-68.1172371,residential,118.01343300921438,-16.479696150000002,-68.117063
102,6066709623,6066709626,-16.4440702,-68.1221682,-16.4435718,-68.1221221,residential,55.637276984719186,-16.443821,-68.12214515
103,2484704955,2484704958,-16.4928381,-68.1471916,-16.4928002,-68.1479452,residential,80.46172928068817,-16.492819150000003,-68.1475684
104,1437216239,8977357221,-16.4796158,-68.1456476,-16.4795689,-68.1456231,residential,6.3137514442029925,-16.47959235,-68.14563534999999
105,1436979991,3751492239,-16.5471608,-68.0759709,-16.5469693,-68.0771041,residential,122.83256234756325,-16.54706505,-68.0765375
106,1786103050,3039514789,-16.5404604,-68.0991472,-16.5404475,-68.0992316,residential,9.1101447104092,-16.54045395,-68.0991894
107,1332023093,1332097408,-16.5305847,-68.0357968,-16.5308972,-68.0363801,residential,71.2300085141317,-16.53074095,-68.03608845
108,1345047864,3782577831,-16.5072509,-68.095887,-16.5072183,-68.0954622,residential,45.43364080863001,-16.5072346,-68.0956746
109,1332615508,1332615538,-16.5392822,-68.0502314,-16.5392922,-68.0498012,residential,45.870376463759236,-16.539287199999997,-68.05001630000001
110,8958450564,8958450571,-16.5409354,-68.1165379,-16.5418018,-68.1148109,residential,251.8000784166953,-16.5413686,-68.11567439999999
111,9925936295,9925936298,-16.5359991,-68.0474143,-16.5358645,-68.0471718,residential,29.86984658017919,-16.5359318,-68.04729305000001
112,1784846872,1784846879,-16.4827381,-68.1263432,-16.4827836,-68.1269108,residential,65.29139944014425,-16.48276085,-68.126627
113,1785211027,1785211079,-16.5122437,-68.1349573,-16.5127994,-68.1344055,residential,87.75982927498798,-16.51252155,-68.1346814
114,4385380454,4750242895,-16.4931571,-68.1216958,-16.4945216,-68.1216264,residential,151.90605302964676,-16.493839350000002,-68.1216611
115,2862848857,2862848859,-16.4517062,-68.1456535,-16.4505221,-68.1456414,residential,131.67242160038765,-16.451114150000002,-68.14564745
116,1498339164,1498339258,-16.5074323,-68.1485373,-16.5081092,-68.1489638,residential,88.84504917425411,-16.50777075,-68.14875055
117,1210088197,1391478002,-16.5446802,-68.0671902,-16.5438091,-68.0668836,residential,102.22886639088858,-16.54424465,-68.0670369
118,1210620857,1210622003,-16.4904747,-68.1622533,-16.4899153,-68.1624741,residential,66.50850453995123,-16.490195,-68.1623637
119,2864834301,2864893714,-16.4828532,-68.1325244,-16.4714816,-68.1377374,residential,1599.2602003713455,-16.4771674,-68.13513090000001
120,1361256986,1361257103,-16.5127797,-68.106802,-16.5121954,-68.1068904,residential,65.88852557456738,-16.51248755,-68.1068462
121,1345509561,1361257079,-16.5108941,-68.1059424,-16.5117909,-68.1067447,residential,187.31947821353813,-16.5113425,-68.10634354999999
122,1786102657,1786102659,-16.5319026,-68.1052807,-16.5319604,-68.1049065,residential,40.403589037812495,-16.5319315,-68.1050936
123,2866727153,13406662156,-16.5116152,-68.0761676,-16.5111176,-68.0764804,residential,64.9917608873151,-16.5113664,-68.076324
124,3782603360,3782603364,-16.5039925,-68.0589135,-16.504443,-68.0588967,residential,50.12539594973974,-16.50421775,-68.0589051
125,6446182905,6446182906,-16.5216169,-68.1232641,-16.5213047,-68.1233021,residential,35.82359530293823,-16.5214608,-68.12328310000001
126,8258935166,8979214309,-16.5035052,-68.0761251,-16.5035965,-68.0752105,residential,99.85055434811812,-16.50355085,-68.07566779999999
127,1345733115,1345733213,-16.4919076,-68.1153526,-16.4920167,-68.1155193,residential,24.322835780025194,-16.49196215,-68.11543595
128,2865723385,2865723386,-16.5138415,-68.0775466,-16.5135,-68.0761222,residential,156.52903036652887,-16.513670750000003,-68.0768344
129,2864484571,2864484578,-16.4668652,-68.1059633,-16.4665449,-68.1062597,residential,47.73182931464079,-16.46670505,-68.1061115
130,10606253632,10606253633,-16.5407619,-68.1346368,-16.5408959,-68.1348097,residential,23.699783983089635,-16.5408289,-68.13472325000001
131,6804295427,8982868936,-16.5328154,-68.1187038,-16.5338824,-68.1198008,residential,178.27808685743742,-16.5333489,-68.1192523
132,1344122059,2865522344,-16.4838954,-68.0929691,-16.4835243,-68.0924637,residential,67.87271629665413,-16.48370985,-68.0927164
133,1345733085,6110460341,-16.4901853,-68.1157414,-16.4903139,-68.1163788,residential,69.4486078483398,-16.4902496,-68.1160601
134,2865723638,2865723645,-16.515165,-68.1313752,-16.5146198,-68.1316146,residential,66.03090872323345,-16.5148924,-68.1314949
135,2867949715,2867949723,-16.551689,-68.0671699,-16.5506642,-68.0674348,residential,140.7154016747232,-16.551176599999998,-68.06730235
136,1786102722,6123615803,-16.5332892,-68.1026695,-16.5333965,-68.1027852,residential,17.160004884578974,-16.533342849999997,-68.10272735000001
137,1784870676,1784870680,-16.4725369,-68.1209578,-16.4728648,-68.1211741,residential,43.143445665897666,-16.472700850000003,-68.12106595
138,11395421015,11395421018,-16.5236458,-68.0661076,-16.5231343,-68.0664496,residential,67.55825301489178,-16.52339005,-68.0662786
139,564763533,564763585,-16.4878074,-68.1386705,-16.4874539,-68.1391301,residential,62.898927641979945,-16.48763065,-68.1389003
140,2867862991,8983503582,-16.5272724,-68.1313573,-16.5278114,-68.1316535,residential,68.13265490681181,-16.527541900000003,-68.13150540000001
141,2321141259,4379751906,-16.5282486,-68.0792686,-16.5281831,-68.0792888,residential,7.594930320151283,-16.528215850000002,-68.0792787
